t,pitch_deg,removed,min_before,min_after,closest_removed
25.200,0.0000,0,1.2609,1.2609,inf
25.300,0.0000,0,1.2543,1.2543,inf
25.400,0.0000,0,1.2726,1.2726,inf
25.500,0.0000,0,1.2619,1.2619,inf
25.600,0.0000,0,1.2614,1.2614,inf
25.700,0.0000,0,1.2718,1.2718,inf
25.800,0.0000,0,1.2639,1.2639,inf
25.900,0.0000,0,1.2495,1.2495,inf
26.000,0.0000,0,1.2530,1.2530,inf
26.100,0.0000,0,1.2757,1.2757,inf
26.200,0.0000,0,1.2699,1.2699,inf
26.300,0.0000,0,1.2677,1.2677,inf
26.400,0.0000,0,1.2679,1.2679,inf
26.500,0.0000,0,1.2573,1.2573,inf
26.600,0.0000,0,1.2740,1.2740,inf
26.700,0.0000,0,1.2597,1.2597,inf
26.800,0.0000,0,1.2671,1.2671,inf
26.900,0.0000,0,1.2653,1.2653,inf
27.000,0.0000,0,1.2683,1.2683,inf
27.100,0.0000,0,1.2816,1.2816,inf
27.200,0.0000,0,1.2526,1.2526,inf
27.300,0.0000,0,1.2637,1.2637,inf
27.400,0.0000,0,1.2587,1.2587,inf
27.500,0.0000,0,1.2727,1.2727,inf
27.600,0.0000,0,1.2748,1.2748,inf
27.700,0.0000,0,1.2745,1.2745,inf
27.800,0.0000,0,1.2661,1.2661,inf
27.900,0.0000,0,1.2831,1.2831,inf
28.000,0.0000,0,1.2645,1.2645,inf
28.100,0.0000,0,1.2686,1.2686,inf
28.200,0.0000,0,1.2703,1.2703,inf
28.300,0.0000,0,1.2802,1.2802,inf
28.400,0.0000,0,1.2641,1.2641,inf
28.500,0.0000,0,1.2679,1.2679,inf
28.600,0.0000,0,1.2647,1.2647,inf
28.700,0.0000,0,1.2753,1.2753,inf
28.800,0.0000,0,1.2586,1.2586,inf
28.900,0.0000,0,1.2733,1.2733,inf
29.000,0.0000,0,1.2628,1.2628,inf
29.100,0.0000,0,1.2762,1.2762,inf
29.200,0.0000,0,1.2693,1.2693,inf
29.300,0.0000,0,1.2787,1.2787,inf
29.400,0.0000,0,1.2710,1.2710,inf
29.500,0.0000,0,1.2672,1.2672,inf
29.600,0.0000,0,1.2765,1.2765,inf
29.700,0.0000,0,1.2750,1.2750,inf
29.800,0.0000,0,1.2690,1.2690,inf
29.900,0.0000,0,1.2634,1.2634,inf
30.000,0.0000,0,1.2615,1.2615,inf
30.100,0.0000,0,1.2692,1.2692,inf
30.200,0.0000,0,1.2774,1.2774,inf
30.300,0.0000,0,1.2543,1.2543,inf
30.400,0.0000,0,1.2647,1.2647,inf
30.500,0.0000,0,1.2773,1.2773,inf
30.600,0.0000,0,1.2743,1.2743,inf
30.700,0.0000,0,1.2725,1.2725,inf
30.800,0.0000,0,1.2747,1.2747,inf
30.900,0.0000,0,1.2636,1.2636,inf
31.000,0.0000,0,1.2778,1.2778,inf
31.100,0.0000,0,1.2748,1.2748,inf
31.200,0.0000,0,1.2605,1.2605,inf
31.300,0.0000,0,1.2726,1.2726,inf
31.400,0.0000,0,1.2618,1.2618,inf
31.500,0.0000,0,1.2723,1.2723,inf
31.600,0.0000,0,1.2593,1.2593,inf
31.700,0.0000,0,1.2680,1.2680,inf
31.800,0.0000,0,1.2724,1.2724,inf
31.900,0.0000,0,1.2622,1.2622,inf
32.000,0.0000,0,1.2577,1.2577,inf
32.100,0.0000,0,1.2772,1.2772,inf
32.200,0.0000,0,1.2571,1.2571,inf
32.300,0.0000,0,1.2723,1.2723,inf
32.400,0.0000,0,1.2845,1.2845,inf
32.500,0.0000,0,1.2718,1.2718,inf
32.600,0.0000,0,1.2542,1.2542,inf
32.700,0.0000,0,1.2696,1.2696,inf
32.800,0.0000,0,1.2808,1.2808,inf
32.900,0.0000,0,1.2751,1.2751,inf
33.000,0.0000,0,1.2626,1.2626,inf
33.100,0.0000,0,1.2732,1.2732,inf
33.200,0.0000,0,1.2720,1.2720,inf
33.300,0.0000,0,1.2578,1.2578,inf
33.400,0.0000,0,1.2784,1.2784,inf
33.500,0.0000,0,1.2660,1.2660,inf
33.700,0.0000,0,1.2665,1.2665,inf
33.800,0.0000,0,1.2726,1.2726,inf
33.900,0.0000,0,1.2600,1.2600,inf
34.000,0.0000,0,1.2681,1.2681,inf
34.100,0.0000,0,1.2598,1.2598,inf
34.200,0.0000,0,1.2591,1.2591,inf
34.300,0.0000,0,1.2640,1.2640,inf
34.400,0.0000,0,1.2618,1.2618,inf
34.500,0.0000,0,1.2734,1.2734,inf
34.600,0.0000,0,1.2722,1.2722,inf
34.700,0.0000,0,1.2657,1.2657,inf
34.800,0.0000,0,1.2576,1.2576,inf
34.900,0.0000,0,1.2641,1.2641,inf
35.000,0.0000,0,1.2717,1.2717,inf
35.100,0.0000,0,1.2743,1.2743,inf
35.200,0.0000,0,1.2643,1.2643,inf
35.300,0.0000,0,1.2643,1.2643,inf
35.400,0.0000,0,1.2644,1.2644,inf
35.500,0.0000,0,1.2625,1.2625,inf
35.600,0.0000,0,1.2582,1.2582,inf
35.700,0.0000,0,1.2731,1.2731,inf
35.800,0.0000,0,1.2744,1.2744,inf
35.900,0.0000,0,1.2617,1.2617,inf
36.000,0.0000,0,1.2831,1.2831,inf
36.100,0.0000,0,1.2738,1.2738,inf
-2.000,0.0000,0,1.2735,1.2735,inf
-1.900,0.0000,0,1.2671,1.2671,inf
-1.800,0.0000,0,1.2527,1.2527,inf
-1.700,0.0000,0,1.2794,1.2794,inf
-1.600,0.0000,0,1.2741,1.2741,inf
-1.500,0.0000,0,1.2523,1.2523,inf
-1.400,0.0000,0,1.2597,1.2597,inf
-1.300,0.0000,0,1.2740,1.2740,inf
-1.100,0.0000,0,1.2583,1.2583,inf
-1.000,0.0000,0,1.2690,1.2690,inf
-0.900,0.0000,0,1.2705,1.2705,inf
-0.800,0.0000,0,1.2678,1.2678,inf
-0.600,0.0000,0,1.2605,1.2605,inf
-0.500,0.0000,0,1.2756,1.2756,inf
-0.400,0.0000,0,1.2788,1.2788,inf
-0.300,0.0000,0,1.2726,1.2726,inf
-0.200,0.0000,0,1.2573,1.2573,inf
-0.100,0.0000,0,1.2559,1.2559,inf
0.000,0.0000,0,1.2678,1.2678,inf
0.100,0.0000,0,1.2821,1.2821,inf
0.200,0.0000,0,1.2686,1.2686,inf
0.300,0.0000,0,1.2655,1.2655,inf
0.400,0.0000,0,1.2661,1.2661,inf
0.500,0.0000,0,1.2715,1.2715,inf
0.600,0.0000,0,1.2645,1.2645,inf
0.700,0.0000,0,1.2698,1.2698,inf
0.800,0.0000,0,1.2704,1.2704,inf
0.900,0.0000,0,1.2588,1.2588,inf
1.000,0.0000,0,1.2747,1.2747,inf
1.100,0.0000,0,1.2713,1.2713,inf
1.200,0.0000,0,1.2842,1.2842,inf
1.300,0.0000,0,1.2772,1.2772,inf
1.400,0.0000,0,1.2668,1.2668,inf
1.500,0.0000,0,1.2646,1.2646,inf
1.600,0.0000,0,1.2617,1.2617,inf
1.700,0.0000,0,1.2651,1.2651,inf
1.800,0.0000,0,1.2590,1.2590,inf
1.900,0.0000,0,1.2623,1.2623,inf
2.000,0.0000,0,1.2695,1.2695,inf
2.100,0.0000,0,1.2721,1.2721,inf
2.200,0.0000,0,1.2629,1.2629,inf
2.300,0.0000,0,1.2661,1.2661,inf
2.400,0.0000,0,1.2665,1.2665,inf
2.500,0.0000,0,1.2781,1.2781,inf
2.600,0.0000,0,1.2612,1.2612,inf
2.700,0.0000,0,1.2676,1.2676,inf
2.800,0.0000,0,1.2812,1.2812,inf
2.900,0.0000,0,1.2645,1.2645,inf
3.000,0.0000,0,1.2601,1.2601,inf
3.100,0.0000,0,1.2748,1.2748,inf
3.200,0.0000,0,1.2677,1.2677,inf
3.300,0.0000,0,1.2667,1.2667,inf
3.400,0.0000,0,1.2736,1.2736,inf
3.500,0.0000,0,1.2709,1.2709,inf
3.600,0.0000,0,1.2717,1.2717,inf
3.700,0.0000,0,1.2782,1.2782,inf
3.800,0.0000,0,1.2729,1.2729,inf
3.900,0.0000,0,1.2787,1.2787,inf
4.000,0.0000,0,1.2595,1.2595,inf
4.100,0.0000,0,1.2613,1.2613,inf
4.200,0.0000,0,1.2727,1.2727,inf
4.300,0.0000,0,1.2776,1.2776,inf
4.400,0.0000,0,1.2603,1.2603,inf
4.500,0.0000,0,1.2674,1.2674,inf
4.600,0.0000,0,1.2680,1.2680,inf
4.700,0.0000,0,1.2617,1.2617,inf
4.800,0.0000,0,1.2730,1.2730,inf
4.900,0.0000,0,1.2696,1.2696,inf
5.000,0.0000,0,1.2654,1.2654,inf
5.100,0.0000,0,1.2716,1.2716,inf
5.200,0.0000,0,1.2669,1.2669,inf
5.300,0.0000,0,1.2685,1.2685,inf
5.400,0.0000,0,1.2729,1.2729,inf
5.500,0.0000,0,1.2655,1.2655,inf
5.600,0.0000,0,1.2562,1.2562,inf
5.700,0.0000,0,1.2671,1.2671,inf
5.800,0.0000,0,1.2805,1.2805,inf
5.900,0.0000,0,1.2717,1.2717,inf
6.000,0.0000,0,1.2836,1.2836,inf
6.100,0.0000,0,1.2656,1.2656,inf
6.200,0.0000,0,1.2810,1.2810,inf
6.300,0.0000,0,1.2797,1.2797,inf
6.400,0.0000,0,1.2654,1.2654,inf
6.500,0.0000,0,1.2619,1.2619,inf
6.600,0.0000,0,1.2738,1.2738,inf
6.700,0.0000,0,1.2757,1.2757,inf
6.900,0.0000,0,1.2665,1.2665,inf
7.000,0.0000,0,1.2814,1.2814,inf
7.100,0.0000,0,1.2705,1.2705,inf
7.200,0.0000,0,1.2681,1.2681,inf
7.300,0.0000,0,1.2676,1.2676,inf
7.400,0.0000,0,1.2665,1.2665,inf
7.500,0.0000,0,1.2781,1.2781,inf
7.600,0.0000,0,1.2676,1.2676,inf
7.700,0.0000,0,1.2672,1.2672,inf
7.800,0.0000,0,1.2676,1.2676,inf
7.900,0.0000,0,1.2751,1.2751,inf
8.000,0.0000,0,1.2586,1.2586,inf
8.100,0.0000,0,1.2725,1.2725,inf
8.200,0.0000,0,1.2552,1.2552,inf
8.300,0.0000,0,1.2700,1.2700,inf
8.400,0.0000,0,1.2621,1.2621,inf
8.500,0.0000,0,1.2801,1.2801,inf
8.600,0.0000,0,1.2691,1.2691,inf
8.700,0.0000,0,1.2750,1.2750,inf
8.800,0.0000,0,1.2638,1.2638,inf
8.900,0.0000,0,1.2533,1.2533,inf
9.000,0.0000,0,1.2685,1.2685,inf
9.100,0.0000,0,1.2644,1.2644,inf
9.200,0.0000,0,1.2695,1.2695,inf
9.400,0.0000,0,1.2522,1.2522,inf
9.500,0.0000,0,1.2626,1.2626,inf
9.600,0.0000,0,1.2681,1.2681,inf
9.700,0.0000,0,1.2679,1.2679,inf
9.800,0.0000,0,1.2749,1.2749,inf
9.900,0.0000,0,1.2777,1.2777,inf
10.000,0.0000,0,1.2699,1.2699,inf
10.100,0.0000,0,1.2567,1.2567,inf
10.200,0.0000,0,1.2647,1.2647,inf
10.300,0.0000,0,1.2832,1.2832,inf
10.400,0.0000,0,1.2753,1.2753,inf
10.500,0.0000,0,1.2660,1.2660,inf
10.600,0.0000,0,1.2596,1.2596,inf
10.700,0.0000,0,1.2656,1.2656,inf
10.800,0.0000,0,1.2612,1.2612,inf
10.900,0.0000,0,1.2611,1.2611,inf
11.000,0.0000,0,1.2626,1.2626,inf
11.100,0.0000,0,1.2622,1.2622,inf
11.200,0.0000,0,1.2635,1.2635,inf
11.300,0.0000,0,1.2667,1.2667,inf
11.400,0.0000,0,1.2672,1.2672,inf
11.500,0.0000,0,1.2637,1.2637,inf
11.600,0.0000,0,1.2623,1.2623,inf
11.700,0.0000,0,1.2529,1.2529,inf
11.800,0.0000,0,1.2907,1.2907,inf
11.900,0.0000,0,1.2765,1.2765,inf
12.000,0.0000,0,1.2737,1.2737,inf
12.100,0.0000,0,1.2761,1.2761,inf
12.200,0.0000,0,1.2649,1.2649,inf
12.300,0.0000,0,1.2794,1.2794,inf
12.400,0.0000,0,1.2774,1.2774,inf
12.500,0.0000,0,1.2631,1.2631,inf
12.600,0.0000,0,1.2755,1.2755,inf
12.700,0.0000,0,1.2700,1.2700,inf
12.800,0.0000,0,1.2736,1.2736,inf
12.900,0.0000,0,1.2760,1.2760,inf
13.000,0.0000,0,1.2669,1.2669,inf
13.100,0.0000,0,1.2719,1.2719,inf
13.200,0.0000,0,1.2737,1.2737,inf
13.300,0.0000,0,1.2566,1.2566,inf
13.400,0.0000,0,1.2827,1.2827,inf
13.500,0.0000,0,1.2576,1.2576,inf
13.600,0.0000,0,1.2671,1.2671,inf
13.700,0.0000,0,1.2651,1.2651,inf
13.800,0.0000,0,1.2642,1.2642,inf
13.900,0.0000,0,1.2710,1.2710,inf
14.000,0.0000,0,1.2650,1.2650,inf
14.100,0.0000,0,1.2737,1.2737,inf
14.200,0.0000,0,1.2599,1.2599,inf
14.300,0.0000,0,1.2636,1.2636,inf
14.400,0.0000,0,1.2687,1.2687,inf
14.500,0.0000,0,1.2716,1.2716,inf
14.600,0.0000,0,1.2663,1.2663,inf
14.700,0.0000,0,1.2673,1.2673,inf
14.800,0.0000,0,1.2526,1.2526,inf
14.900,0.0000,0,1.2713,1.2713,inf
15.000,0.0000,0,1.2743,1.2743,inf
15.100,0.0000,0,1.2652,1.2652,inf
15.200,0.0000,0,1.2586,1.2586,inf
15.300,0.0000,0,1.2582,1.2582,inf
15.400,0.0000,0,1.2654,1.2654,inf
15.500,0.0000,0,1.2630,1.2630,inf
15.600,0.0000,0,1.2705,1.2705,inf
15.700,0.0000,0,1.2665,1.2665,inf
15.800,0.0000,0,1.2633,1.2633,inf
15.900,0.0000,0,1.2588,1.2588,inf
16.000,0.0000,0,1.2623,1.2623,inf
16.100,0.0000,0,1.2643,1.2643,inf
16.200,0.0000,0,1.2690,1.2690,inf
16.300,0.0000,0,1.2621,1.2621,inf
16.400,0.0000,0,1.2654,1.2654,inf
16.500,0.0000,0,1.2690,1.2690,inf
16.600,0.0000,0,1.2746,1.2746,inf
16.700,0.0000,0,1.2683,1.2683,inf
16.800,0.0000,0,1.2621,1.2621,inf
16.900,0.0000,0,1.2577,1.2577,inf
17.100,0.0000,0,1.2562,1.2562,inf
17.200,0.0000,0,1.2708,1.2708,inf
17.300,0.0000,0,1.2671,1.2671,inf
17.400,0.0000,0,1.2768,1.2768,inf
17.500,0.0000,0,1.2697,1.2697,inf
17.600,0.0000,0,1.2816,1.2816,inf
17.700,0.0000,0,1.2761,1.2761,inf
17.800,0.0000,0,1.2639,1.2639,inf
17.900,0.0000,0,1.2652,1.2652,inf
18.000,0.0000,0,1.2665,1.2665,inf
18.100,0.0000,0,1.2736,1.2736,inf
18.200,0.0000,0,1.2671,1.2671,inf
18.300,0.0000,0,1.2755,1.2755,inf
18.400,0.0000,0,1.2706,1.2706,inf
18.500,0.0000,0,1.2696,1.2696,inf
18.600,0.0000,0,1.2664,1.2664,inf
18.700,0.0000,0,1.2692,1.2692,inf
18.800,0.0000,0,1.2640,1.2640,inf
18.900,0.0000,0,1.2729,1.2729,inf
19.000,0.0000,0,1.2568,1.2568,inf
19.100,0.0000,0,1.2760,1.2760,inf
19.200,0.0000,0,1.2779,1.2779,inf
19.400,0.0000,0,1.2659,1.2659,inf
19.500,0.0000,0,1.2609,1.2609,inf
19.600,0.0000,0,1.2706,1.2706,inf
19.700,0.0000,0,1.2628,1.2628,inf
19.800,0.0000,0,1.2621,1.2621,inf
19.900,0.0000,0,1.2781,1.2781,inf
20.000,0.0000,0,1.2637,1.2637,inf
20.100,0.0000,0,1.2676,1.2676,inf
20.200,0.0000,0,1.2727,1.2727,inf
20.300,0.0000,0,1.2581,1.2581,inf
20.400,0.0000,0,1.2759,1.2759,inf
20.500,0.0000,0,1.2559,1.2559,inf
20.600,0.0000,0,1.2649,1.2649,inf
20.700,0.0000,0,1.2635,1.2635,inf
20.800,0.0000,0,1.2699,1.2699,inf
20.900,0.0000,0,1.2656,1.2656,inf
21.000,0.0000,0,1.2586,1.2586,inf
21.100,0.0000,0,1.2481,1.2481,inf
21.200,0.0000,0,1.2801,1.2801,inf
21.300,0.0000,0,1.2712,1.2712,inf
21.400,0.0000,0,1.2746,1.2746,inf
21.500,0.0000,0,1.2716,1.2716,inf
21.600,0.0000,0,1.2588,1.2588,inf
21.700,0.0000,0,1.2746,1.2746,inf
21.800,0.0000,0,1.2697,1.2697,inf
21.900,0.0000,0,1.2626,1.2626,inf
22.000,0.0000,0,1.2631,1.2631,inf
22.100,0.0000,0,1.2620,1.2620,inf
22.300,0.0000,0,1.2664,1.2664,inf
22.400,0.0000,0,1.2800,1.2800,inf
22.500,0.0000,0,1.2713,1.2713,inf
22.600,0.0000,0,1.2758,1.2758,inf
22.700,0.0000,0,1.2641,1.2641,inf
22.800,0.0000,0,1.2761,1.2761,inf
22.900,0.0000,0,1.2650,1.2650,inf
23.000,0.0000,0,1.2713,1.2713,inf
23.100,0.0000,0,1.2637,1.2637,inf
23.200,0.0000,0,1.2689,1.2689,inf
23.300,0.0000,0,1.2553,1.2553,inf
23.400,0.0000,0,1.2797,1.2797,inf
23.500,0.0000,0,1.2690,1.2690,inf
23.600,0.0000,0,1.2697,1.2697,inf
23.700,0.0000,0,1.2745,1.2745,inf
23.800,0.0000,0,1.2703,1.2703,inf
23.900,0.0000,0,1.2615,1.2615,inf
24.000,0.0000,0,1.2698,1.2698,inf
24.100,0.0000,0,1.2655,1.2655,inf
24.200,0.0000,0,1.2762,1.2762,inf
24.300,0.0000,0,1.2704,1.2704,inf
24.400,0.0000,0,1.2605,1.2605,inf
24.500,0.0000,0,1.2644,1.2644,inf
24.600,0.0000,0,1.2462,1.2462,inf
24.700,0.0000,0,1.2728,1.2728,inf
24.800,0.0000,0,1.2660,1.2660,inf
24.900,0.0000,0,1.2765,1.2765,inf
25.000,0.0000,0,1.2735,1.2735,inf
25.100,0.0000,0,1.2765,1.2765,inf
25.200,0.0000,0,1.2543,1.2543,inf
25.300,0.0000,0,1.2704,1.2704,inf
25.400,0.0000,0,1.2610,1.2610,inf
25.500,0.0000,0,1.2644,1.2644,inf
25.600,0.0000,0,1.2587,1.2587,inf
25.700,0.0000,0,1.2732,1.2732,inf
25.800,0.0000,0,1.2718,1.2718,inf
25.900,0.0000,0,1.2674,1.2674,inf
26.000,0.0000,0,1.2597,1.2597,inf
26.100,0.0000,0,1.2499,1.2499,inf
26.200,0.0000,0,1.2547,1.2547,inf
26.300,0.0000,0,1.2712,1.2712,inf
26.400,0.0000,0,1.2666,1.2666,inf
26.500,0.0000,0,1.2617,1.2617,inf
26.600,0.0000,0,1.2674,1.2674,inf
26.700,0.0000,0,1.2651,1.2651,inf
26.800,0.0000,0,1.2647,1.2647,inf
26.900,0.0000,0,1.2732,1.2732,inf
27.000,0.0000,0,1.2760,1.2760,inf
27.100,0.0000,0,1.2680,1.2680,inf
27.200,0.0000,0,1.2760,1.2760,inf
27.300,0.0000,0,1.2634,1.2634,inf
27.400,0.0000,0,1.2591,1.2591,inf
27.500,0.0000,0,1.2758,1.2758,inf
27.600,0.0000,0,1.2586,1.2586,inf
27.700,0.0000,0,1.2655,1.2655,inf
27.800,0.0000,0,1.2599,1.2599,inf
27.900,0.0000,0,1.2540,1.2540,inf
28.000,0.0000,0,1.2669,1.2669,inf
28.100,0.0000,0,1.2584,1.2584,inf
28.200,0.0000,0,1.2758,1.2758,inf
28.300,0.0000,0,1.2689,1.2689,inf
28.400,0.0000,0,1.2740,1.2740,inf
28.500,0.0000,0,1.2700,1.2700,inf
28.600,0.0000,0,1.2768,1.2768,inf
28.700,0.0000,0,1.2714,1.2714,inf
28.800,0.0000,0,1.2635,1.2635,inf
28.900,0.0000,0,1.2770,1.2770,inf
29.000,0.0000,0,1.2772,1.2772,inf
29.100,0.0000,0,1.2663,1.2663,inf
29.200,0.0000,0,1.2649,1.2649,inf
29.400,0.0000,0,1.2557,1.2557,inf
29.500,0.0000,0,1.2592,1.2592,inf
29.700,0.0000,0,1.2763,1.2763,inf
29.800,0.0000,0,1.2725,1.2725,inf
29.900,0.0000,0,1.2694,1.2694,inf
30.000,0.0000,0,1.2693,1.2693,inf
30.100,0.0000,0,1.2614,1.2614,inf
30.200,0.0000,0,1.2713,1.2713,inf
30.300,0.0000,0,1.2654,1.2654,inf
30.400,0.0000,0,1.2746,1.2746,inf
30.500,0.0000,0,1.2655,1.2655,inf
30.600,0.0000,0,1.2829,1.2829,inf
30.700,0.0000,0,1.2587,1.2587,inf
30.800,0.0000,0,1.2632,1.2632,inf
30.900,0.0000,0,1.2736,1.2736,inf
31.000,0.0000,0,1.2688,1.2688,inf
31.100,0.0000,0,1.2793,1.2793,inf
31.200,0.0000,0,1.2787,1.2787,inf
31.300,0.0000,0,1.2654,1.2654,inf
31.400,0.0000,0,1.2699,1.2699,inf
31.500,0.0000,0,1.2713,1.2713,inf
31.600,0.0000,0,1.2637,1.2637,inf
31.700,0.0000,0,1.2737,1.2737,inf
31.800,0.0000,0,1.2539,1.2539,inf
31.900,0.0000,0,1.2609,1.2609,inf
32.000,0.0000,0,1.2692,1.2692,inf
32.100,0.0000,0,1.2532,1.2532,inf
32.200,0.0000,0,1.2653,1.2653,inf
32.300,0.0000,0,1.2535,1.2535,inf
32.400,0.0000,0,1.2578,1.2578,inf
32.500,0.0000,0,1.2816,1.2816,inf
32.700,0.0000,0,1.2765,1.2765,inf
32.800,0.0000,0,1.2689,1.2689,inf
32.900,0.0000,0,1.2538,1.2538,inf
33.000,0.0000,0,1.2714,1.2714,inf
33.100,0.0000,0,1.2675,1.2675,inf
33.200,0.0000,0,1.2711,1.2711,inf
33.300,0.0000,0,1.2555,1.2555,inf
33.500,0.0000,0,1.2719,1.2719,inf
33.600,0.0000,0,1.2688,1.2688,inf
33.700,0.0000,0,1.2655,1.2655,inf
33.800,0.0000,0,1.2668,1.2668,inf
33.900,0.0000,0,1.2739,1.2739,inf
34.000,0.0000,0,1.2636,1.2636,inf
34.100,0.0000,0,1.2673,1.2673,inf
34.300,0.0000,0,1.2673,1.2673,inf
34.400,0.0000,0,1.2586,1.2586,inf
34.500,0.0000,0,1.2673,1.2673,inf
34.600,0.0000,0,1.2607,1.2607,inf
34.700,0.0000,0,1.2574,1.2574,inf
34.800,0.0000,0,1.2764,1.2764,inf
34.900,0.0000,0,1.2629,1.2629,inf
35.000,0.0000,0,1.2563,1.2563,inf
35.100,0.0000,0,1.2804,1.2804,inf
35.200,0.0000,0,1.2653,1.2653,inf
35.300,0.0000,0,1.2521,1.2521,inf
35.400,0.0000,0,1.2788,1.2788,inf
35.500,0.0000,0,1.2455,1.2455,inf
35.600,0.0000,0,1.2718,1.2718,inf
35.700,0.0000,0,1.2620,1.2620,inf
35.800,0.0000,0,1.2696,1.2696,inf
35.900,0.0000,0,1.2473,1.2473,inf
36.000,0.0000,0,1.2689,1.2689,inf
36.100,0.0000,0,1.2794,1.2794,inf
-2.200,0.0000,0,2.1726,2.1726,inf
-2.100,0.0000,0,2.1652,2.1652,inf
-2.000,0.0000,0,2.1658,2.1658,inf
-1.900,0.0000,0,2.1779,2.1779,inf
-1.800,0.0000,0,2.1638,2.1638,inf
-1.700,0.0000,0,2.1598,2.1598,inf
-1.600,0.0000,0,2.1708,2.1708,inf
-1.500,0.0000,0,2.1611,2.1611,inf
-1.400,0.0000,0,2.1688,2.1688,inf
-1.300,0.0000,0,2.1675,2.1675,inf
-1.200,0.0000,0,2.1723,2.1723,inf
-1.100,0.0000,0,2.1586,2.1586,inf
-1.000,0.0000,0,2.1733,2.1733,inf
-0.900,0.0000,0,2.1605,2.1605,inf
-0.800,0.0000,0,2.1752,2.1752,inf
-0.700,0.0000,0,2.1725,2.1725,inf
-0.600,0.0000,0,2.1630,2.1630,inf
-0.500,0.0000,0,2.1731,2.1731,inf
-0.400,0.0000,0,2.1665,2.1665,inf
-0.300,0.0000,0,2.1606,2.1606,inf
-0.200,0.0000,0,2.1650,2.1650,inf
-0.100,0.0000,0,2.1725,2.1725,inf
0.000,0.0000,0,2.1696,2.1696,inf
0.100,0.0000,0,2.1674,2.1674,inf
0.200,0.0000,0,2.1685,2.1685,inf
0.300,0.0000,0,2.1813,2.1813,inf
0.400,0.0000,0,2.1672,2.1672,inf
0.500,0.0000,0,2.1724,2.1724,inf
0.600,0.0000,0,2.1686,2.1686,inf
0.700,0.0000,0,2.1753,2.1753,inf
0.800,0.0000,0,2.1660,2.1660,inf
0.900,0.0000,0,2.1710,2.1710,inf
1.000,0.0000,0,2.1713,2.1713,inf
1.100,0.0000,0,2.1787,2.1787,inf
1.200,0.0000,0,2.1658,2.1658,inf
1.300,0.0000,0,2.1773,2.1773,inf
1.400,0.0000,0,2.1664,2.1664,inf
1.500,0.0000,0,2.1651,2.1651,inf
1.600,0.0000,0,2.1728,2.1728,inf
1.700,0.0000,0,2.1690,2.1690,inf
1.800,0.0000,0,2.1677,2.1677,inf
1.900,0.0000,0,2.1673,2.1673,inf
2.000,0.0000,0,2.1623,2.1623,inf
2.100,0.0000,0,2.1635,2.1635,inf
2.200,0.0000,0,2.1575,2.1575,inf
2.300,0.0000,0,2.1649,2.1649,inf
2.400,0.0000,0,2.1706,2.1706,inf
2.500,0.0000,0,2.1687,2.1687,inf
2.600,0.0000,0,2.1742,2.1742,inf
2.700,0.0000,0,2.1662,2.1662,inf
2.800,0.0000,0,2.1704,2.1704,inf
2.900,0.0000,0,2.1667,2.1667,inf
3.000,0.0000,0,2.1790,2.1790,inf
3.100,0.0000,0,2.1625,2.1625,inf
3.200,0.0000,0,2.1674,2.1674,inf
3.300,0.0000,0,2.1667,2.1667,inf
3.400,0.0000,0,2.1658,2.1658,inf
3.500,0.0000,0,2.1680,2.1680,inf
3.600,0.0000,0,2.1588,2.1588,inf
3.700,0.0000,0,2.1621,2.1621,inf
3.800,0.0000,0,2.1644,2.1644,inf
3.900,0.0000,0,2.1731,2.1731,inf
4.000,0.0000,0,2.1732,2.1732,inf
4.100,0.0000,0,2.1598,2.1598,inf
4.200,0.0000,0,2.1568,2.1568,inf
4.300,0.0000,0,2.1715,2.1715,inf
4.400,0.0000,0,2.1641,2.1641,inf
4.500,0.0000,0,2.1598,2.1598,inf
4.600,0.0000,0,2.1685,2.1685,inf
4.700,0.0000,0,2.1607,2.1607,inf
4.800,0.0000,0,2.1629,2.1629,inf
4.900,0.0000,0,2.1657,2.1657,inf
5.100,0.0000,0,2.1665,2.1665,inf
5.200,0.0000,0,2.1751,2.1751,inf
5.300,0.0000,0,2.1711,2.1711,inf
5.400,0.0000,0,2.1603,2.1603,inf
5.500,0.0000,0,2.1740,2.1740,inf
5.600,0.0000,0,2.1703,2.1703,inf
5.700,0.0000,0,2.1594,2.1594,inf
5.800,0.0000,0,2.1690,2.1690,inf
5.900,0.0000,0,2.1597,2.1597,inf
6.000,0.0000,0,2.1651,2.1651,inf
6.100,0.0000,0,2.1605,2.1605,inf
6.200,0.0000,0,2.1695,2.1695,inf
6.300,0.0000,0,2.1721,2.1721,inf
6.400,0.0000,0,2.1567,2.1567,inf
6.500,0.0000,0,2.1726,2.1726,inf
6.600,0.0000,0,2.1637,2.1637,inf
6.700,0.0000,0,2.1626,2.1626,inf
6.800,0.0000,0,2.1639,2.1639,inf
6.900,0.0000,0,2.1729,2.1729,inf
7.000,0.0000,0,2.1630,2.1630,inf
7.100,0.0000,0,2.1644,2.1644,inf
7.200,0.0000,0,2.1769,2.1769,inf
7.300,0.0000,0,2.1749,2.1749,inf
7.400,0.0000,0,2.1610,2.1610,inf
7.500,0.0000,0,2.1660,2.1660,inf
7.600,0.0000,0,2.1643,2.1643,inf
7.700,0.0000,0,2.1655,2.1655,inf
7.800,0.0000,0,2.1683,2.1683,inf
7.900,0.0000,0,2.1695,2.1695,inf
